*** New Session***
31-7-2018 14:40:55
Product Name: Flow 30
81934515 : Rx: [19][79][59][8B][0C][41][21][33]
81934765 : Rx: [10][19][CD][FF][C1][1C][FF][34]
81935015 : Rx: [F0][00][00][00][00][00][00][00]
81935265 : Rx: [10][19][CF][03][DC][1C][FF][34]
81935515 : Rx fail
81935765 : Rx: [10][19][D1][06][A5][1C][FF][34]
81936015 : Rx: [19][7B][5B][0D][0F][41][21][33]
81936265 : Rx fail
81936515 : Rx fail
81936765 : Rx: [10][19][D5][0E][36][1C][FF][34]
81937000 : Rx fail
81937250 : Rx: [10][19][D7][11][A5][1C][FF][34]
81937500 : Rx: [19][7E][5A][CA][12][3F][21][33]
81937750 : Rx: [10][19][D9][15][14][1D][FF][34]
81938000 : Rx: [19][7F][5A][09][14][3F][21][33]
81938250 : Rx: [10][19][DB][19][DC][1C][FF][34]
81938500 : Rx: [19][80][5A][48][15][3F][21][33]
81938750 : Rx: [10][19][DD][1C][89][1C][FF][34]
81939000 : Rx: [19][81][5A][87][16][3F][21][33]
81939250 : Rx: [10][19][DF][20][E2][1B][FF][34]
81939500 : Rx: [19][82][5A][C6][17][3F][21][33]
81939750 : Rx: [10][19][E1][23][6D][1C][FF][34]
81940000 : Rx: [19][83][5A][05][19][3F][21][33]
81940250 : Rx: [10][19][E3][27][36][1C][FF][34]
81940500 : Rx: [19][84][5A][3A][1A][35][21][33]
81940750 : Rx: [10][19][E5][2A][58][1B][FF][34]
81941000 : Rx: [19][85][5B][6F][1B][35][21][33]
81941250 : Rx: [10][19][E7][2D][32][18][FF][34]
81941500 : Rx: [19][86][5B][A4][1C][35][21][33]
81941750 : Rx: [10][19][E9][30][A7][17][FF][34]
81942000 : Rx: [19][87][5B][D9][1D][35][21][33]
81942250 : Rx: [10][19][EB][33][73][1B][FF][34]
81942500 : Rx: [19][88][5B][0E][1F][35][21][30]
81942750 : Rx: [10][19][ED][37][2A][1E][FF][34]
81943000 : Rx: [51][FF][01][16][8D][2B][00][00]
81943250 : Rx: [51][FF][01][16][8D][2B][00][00]
81943500 : Rx: [19][89][5B][24][20][16][21][33]
81943750 : Rx: [10][19][F1][40][81][22][FF][34]
81944000 : Rx fail
81944250 : Rx: [10][19][F3][45][59][24][FF][34]
81944500 : Rx: [19][8B][59][50][22][16][21][33]
81944750 : Rx: [10][19][F5][4A][AC][24][FF][34]
81945000 : Rx: [19][8C][5B][E5][23][95][21][33]
81945250 : Rx: [10][19][F7][4E][91][24][FF][34]
81945500 : Rx: [19][8D][5B][7A][25][95][21][33]
81945750 : Rx: [10][19][F9][53][CE][23][FF][34]
81946000 : Rx fail
81946250 : Rx: [10][19][FB][58][00][25][FF][34]
81946500 : Rx: [19][8F][5F][A4][28][95][21][33]
81946750 : Rx: [10][19][FD][5D][7F][27][FF][34]
81947000 : Rx: [19][90][5F][59][2A][B5][21][33]
81947250 : Rx: [10][19][FF][62][9A][27][FF][34]
81947500 : Rx: [19][91][62][0E][2C][B5][21][33]
81947750 : Rx: [10][19][01][67][7F][27][FF][34]
81948000 : Rx: [19][92][62][C3][2D][B5][21][33]
81948250 : Rx fail
81948500 : Rx: [19][93][62][78][2F][B5][21][33]
81948750 : Rx: [10][19][05][71][5D][28][FF][34]
81949000 : Rx: [19][94][66][2D][31][B5][21][33]
81949250 : Rx: [10][19][07][71][5D][28][FF][34]
81949500 : Rx: [19][95][66][03][33][D6][21][33]
81949750 : Rx: [10][19][09][7C][2F][2B][FF][34]
81950000 : Rx: [19][96][69][D9][34][D6][21][33]
81950250 : Rx fail
81950500 : Rx: [10][19][0B][81][F8][2A][FF][34]
81950750 : Rx: [10][19][0D][86][37][25][FF][34]
81951000 : Rx fail
81951250 : Rx fail
81951500 : Rx: [F0][00][00][00][00][00][00][00]
81951750 : Rx fail
