*** New Session***
19-7-2018 15:18:48
Product Name: Flux -30%
105271265 : Rx: [19][C9][54][B4][32][32][21][33]
105271500 : Rx: [10][19][6A][B6][A2][2F][FF][34]
105271750 : Rx: [19][CA][56][FC][33][48][21][33]
105272000 : Rx: [10][19][6C][BC][64][30][FF][34]
105272265 : Rx: [19][CB][56][34][35][38][21][33]
105272515 : Rx: [10][19][6E][C2][D4][30][FF][34]
105272765 : Rx: [19][CC][59][67][36][33][21][33]
105273015 : Rx: [10][19][70][C8][43][31][FF][34]
105273250 : Rx: [F0][00][00][00][00][00][00][00]
105273515 : Rx: [10][19][72][CE][E9][31][FF][34]
105273765 : Rx: [19][CD][58][B2][37][4B][21][33]
105274015 : Rx fail
105274250 : Rx: [10][19][74][D4][AC][32][FF][34]
105274500 : Rx fail
105274765 : Rx: [10][19][76][DB][52][33][FF][34]
105275000 : Rx: [10][19][78][DE][15][34][FF][34]
105275250 : Rx: [19][D0][5A][C4][3B][5F][21][33]
105275500 : Rx: [10][19][7A][E8][BC][34][FF][34]
105275765 : Rx fail
105276015 : Rx: [19][D1][5E][12][3D][4E][21][33]
105276265 : Rx: [19][D2][5E][6D][3E][5B][21][33]
105276500 : Rx fail
105276750 : Rx: [10][19][7E][F5][7E][35][FF][34]
105277000 : Rx: [10][19][80][FB][09][36][FF][34]
105277265 : Rx fail
105277500 : Rx: [19][D4][63][38][41][67][21][33]
105277765 : Rx: [19][D5][63][99][42][61][21][33]
105278015 : Rx fail
105278250 : Rx: [10][19][84][09][3A][37][FF][34]
105278500 : Rx: [10][19][86][0F][C5][37][FF][34]
105278750 : Rx fail
105279000 : Rx: [19][D7][65][6E][45][70][21][33]
105279250 : Rx fail
105279515 : Rx fail
105279765 : Rx: [19][D8][69][07][47][99][21][33]
105280015 : Rx fail
105280265 : Rx fail
105280515 : Rx: [10][19][8C][24][0D][3A][FF][34]
105280765 : Rx fail
105281000 : Rx fail
105281265 : Rx: [19][DB][69][6D][4B][71][21][33]
105281500 : Rx fail
105281750 : Rx fail
105282000 : Rx: [50][FF][FF][01][59][00][54][0B]
105282250 : Rx fail
105282515 : Rx fail
105282765 : Rx: [19][DD][6E][E6][4E][B6][21][33]
105283015 : Rx fail
105283250 : Rx: [19][DF][6E][0F][52][84][21][33]
105283500 : Rx: [10][19][9A][57][E5][3B][FF][34]
105283765 : Rx: [19][E0][6E][4C][53][3D][21][33]
105284000 : Rx: [10][19][9C][5E][B3][3A][FF][34]
105284250 : Rx: [19][E1][6E][73][54][27][21][33]
105284500 : Rx: [10][19][9E][65][66][39][FF][34]
105284765 : Rx: [19][E2][6E][9E][55][2B][21][33]
105285000 : Rx: [10][19][A0][6C][CB][36][FF][34]
105285250 : Rx: [19][E3][6E][A7][56][09][21][33]
105285515 : Rx: [10][19][A2][72][7E][35][FF][34]
105285765 : Rx: [19][E4][62][B3][57][0C][21][33]
105286000 : Rx: [10][19][A4][79][31][34][FF][34]
105286250 : Rx: [19][E5][5D][AC][58][F9][20][33]
105286515 : Rx: [10][19][A6][7F][E3][32][FF][34]
105286765 : Rx: [19][E6][5B][C0][59][14][21][33]
105287000 : Rx: [10][19][A8][85][E9][31][FF][34]
105287250 : Rx: [19][E7][59][AA][5A][EA][20][33]
105287500 : Rx: [10][19][AA][8A][6A][2F][FF][34]
105287750 : Rx: [19][E8][57][97][5B][ED][20][33]
105288000 : Rx: [10][19][AC][90][CA][2D][FF][34]
105288250 : Rx: [19][E9][54][44][5C][AD][20][33]
105288500 : Rx: [10][19][AE][95][7C][2C][FF][34]
105288750 : Rx: [19][EA][4F][1E][5D][DA][20][33]
105289015 : Rx: [10][19][B0][9A][67][2B][FF][34]
105289265 : Rx: [19][EB][4D][E6][5D][C8][20][33]
105289515 : Rx: [10][19][B2][A0][35][2A][FF][34]
105289750 : Rx: [F0][00][00][00][00][00][00][00]
105290000 : Rx: [10][19][B4][A4][79][28][FF][34]
105290265 : Rx: [19][EC][4A][BC][5E][D6][20][33]
105290515 : Rx: [10][19][B6][A9][B6][27][FF][34]
105290750 : Rx: [19][ED][48][96][5F][DA][20][33]
105291000 : Rx: [10][19][B8][AE][D8][26][FF][34]
105291265 : Rx: [19][EE][46][76][60][E0][20][33]
105291500 : Rx: [10][19][BA][B3][69][26][FF][34]
105291750 : Rx: [19][EF][45][4E][61][D8][20][33]
105292000 : Rx: [10][19][BC][B7][DE][25][FF][34]
105292265 : Rx: [19][F0][44][2C][62][DE][20][33]
105292515 : Rx: [10][19][BE][BA][8B][25][FF][34]
105292750 : Rx: [19][F1][44][08][63][DC][20][33]
105293000 : Rx: [10][19][C0][BF][37][25][FF][34]
105293250 : Rx: [19][F2][43][DD][63][D5][20][33]
105293500 : Rx fail
105293765 : Rx fail
105294000 : Rx: [10][19][C2][C5][AC][24][FF][34]
105294265 : Rx: [19][F4][42][8B][65][D9][20][33]
105294500 : Rx: [10][19][C6][CD][59][24][FF][34]
105294765 : Rx: [19][F5][41][4D][66][C2][20][33]
105295015 : Rx: [10][19][C8][D2][F0][22][FF][34]
105295265 : Rx: [19][F6][40][05][67][B8][20][33]
105295500 : Rx: [10][19][CA][D6][65][22][FF][34]
105295765 : Rx: [19][F7][3F][C5][67][C0][20][33]
105296000 : Rx: [10][19][CC][DA][49][22][FF][34]
105296265 : Rx: [19][F8][3E][89][68][C4][20][33]
105296515 : Rx: [10][19][CE][DE][F6][21][FF][34]
105296750 : Rx fail
105297000 : Rx fail
105297265 : Rx: [19][FA][3C][F9][69][BE][20][33]
105297500 : Rx fail
105297750 : Rx: [51][FF][02][14][87][9E][5C][33]
105298015 : Rx: [51][FF][02][14][87][9E][5C][33]
105298250 : Rx: [19][FB][3C][BA][6A][C1][20][33]
105298515 : Rx: [10][19][D6][EE][E0][20][FF][34]
105298765 : Rx: [19][FC][3B][6B][6B][B1][20][33]
105299015 : Rx: [10][19][D8][F2][55][20][FF][34]
105299250 : Rx: [19][FD][38][BB][6B][50][20][33]
105299500 : Rx: [10][19][DA][F5][67][1D][FF][34]
105299765 : Rx: [19][FE][36][0F][6C][54][20][33]
105300000 : Rx: [10][19][DC][F7][67][1D][FF][34]
105300250 : Rx: [19][FF][33][72][6C][63][20][33]
105300500 : Rx: [10][19][DE][FC][58][1B][FF][34]
105300765 : Rx: [19][00][30][ED][6C][7B][20][33]
105301000 : Rx: [10][19][E0][FF][95][1A][FF][34]
105301250 : Rx: [19][01][2F][52][6D][65][20][33]
105301500 : Rx: [10][19][E2][02][9B][19][FF][34]
105301750 : Rx: [19][02][2D][B8][6D][66][20][33]
105302000 : Rx: [10][19][E4][05][70][17][FF][34]
105302265 : Rx: [19][03][2B][EE][6D][36][20][33]
105302500 : Rx: [10][19][E6][08][38][17][FF][34]
105302750 : Rx: [19][04][2A][68][6E][7A][20][33]
105303015 : Rx: [10][19][E8][0B][C9][16][FF][34]
105303250 : Rx: [19][05][28][B2][6E][4A][20][33]
105303515 : Rx: [10][19][EA][0D][CF][15][FF][34]
105303765 : Rx: [19][06][27][19][6F][67][20][33]
105304000 : Rx: [10][19][EC][10][60][15][FF][34]
105304250 : Rx: [19][07][26][7C][6F][63][20][33]
105304515 : Rx: [10][19][EE][12][66][14][FF][34]
105304750 : Rx: [19][08][25][D8][6F][5C][20][33]
105305015 : Rx: [10][19][F0][15][88][13][FF][34]
105305250 : Rx: [19][09][23][19][70][41][20][33]
105305500 : Rx: [10][19][F2][17][A3][13][FF][34]
105305750 : Rx: [19][0A][23][78][70][5F][20][33]
105306000 : Rx: [10][19][F4][19][6C][13][FF][34]
105306265 : Rx: [F0][00][00][00][00][00][00][00]
105306515 : Rx: [10][19][F6][1C][BF][13][FF][34]
105306765 : Rx: [19][0B][24][DB][70][63][20][33]
105307015 : Rx: [10][19][F8][1E][6C][13][FF][34]
105307265 : Rx: [19][0C][23][37][71][5C][20][33]
105307500 : Rx: [10][19][FA][21][C5][12][FF][34]
105307765 : Rx: [19][0D][22][81][71][4A][20][33]
105308015 : Rx: [10][19][FC][23][72][12][FF][34]
105308265 : Rx: [19][0E][4F][BD][71][3C][20][33]
105308515 : Rx: [10][19][FE][25][AF][11][FF][34]
105308765 : Rx: [19][0F][4F][06][72][49][20][33]
105309000 : Rx: [10][19][00][27][40][11][FF][34]
105309250 : Rx fail
105309515 : Rx fail
105309765 : Rx: [19][11][4F][98][72][45][20][33]
105310015 : Rx fail
105310265 : Rx: [19][12][4F][98][72][00][20][33]
105310515 : Rx: [10][19][06][2D][8A][0E][FF][34]
105310750 : Rx: [19][13][4F][98][72][00][20][33]
105311000 : Rx: [10][19][08][2E][AC][0D][FF][34]
105311265 : Rx: [19][14][00][98][72][00][20][33]
105311500 : Rx: [10][19][0A][30][7A][0C][FF][34]
105311750 : Rx: [19][15][00][98][72][00][20][33]
105312015 : Rx: [10][19][0C][31][BE][0A][FF][34]
105312250 : Rx: [19][16][00][98][72][00][20][33]
105312500 : Rx: [10][19][0E][32][C4][09][FF][34]
105312765 : Rx fail
105313000 : Rx: [19][17][00][98][72][00][20][33]
105313250 : Rx: [19][18][00][98][72][00][20][33]
105313515 : Rx: [10][19][12][34][5A][08][FF][34]
105313765 : Rx: [19][19][00][98][72][00][20][33]
105314015 : Rx: [10][19][14][35][98][07][FF][34]
105314265 : Rx: [50][FF][FF][01][59][00][54][0B]
105314515 : Rx: [50][FF][FF][01][59][00][54][0B]
105314750 : Rx: [19][1A][00][98][72][00][20][33]
105315000 : Rx: [10][19][18][37][C0][05][FF][34]
105315265 : Rx: [19][1B][00][98][72][00][20][33]
105315500 : Rx: [10][19][1A][37][51][05][FF][34]
105315750 : Rx: [19][1C][00][98][72][00][20][33]
105316015 : Rx: [10][19][1C][38][C6][04][FF][34]
105316250 : Rx: [19][1D][00][98][72][00][20][33]
105316500 : Rx: [10][19][1E][38][57][04][FF][34]
105316765 : Rx: [19][1E][00][98][72][00][20][33]
105317000 : Rx: [10][19][20][39][78][03][FF][34]
105317250 : Rx: [19][1F][00][98][72][00][20][33]
105317500 : Rx: [10][19][22][39][09][03][FF][34]
105317750 : Rx: [19][20][00][98][72][00][20][33]
105318000 : Rx: [10][19][24][39][D2][02][FF][34]
105318250 : Rx: [19][21][00][98][72][00][20][33]
105318515 : Rx: [10][19][26][3A][63][02][FF][34]
105318750 : Rx: [19][22][00][98][72][00][20][33]
105319015 : Rx: [10][19][28][3A][0F][02][FF][34]
105319265 : Rx: [19][23][00][98][72][00][20][33]
105319515 : Rx: [10][19][2A][3A][84][01][FF][34]
105319750 : Rx: [19][24][00][98][72][00][20][30]
105320000 : Rx: [10][19][2C][3A][4D][01][FF][34]
105320265 : Rx: [19][25][00][98][72][00][20][20]
105320500 : Rx: [10][19][2C][3A][DE][00][FF][24]
105320750 : Rx: [19][26][00][98][72][00][20][20]
105321000 : Rx: [10][19][2C][3A][C2][00][FF][24]
105321265 : Rx: [19][27][00][98][72][00][20][20]
105321515 : Rx: [10][19][2C][3A][37][00][FF][24]
105321765 : Rx: [19][28][00][98][72][00][20][20]
105322015 : Rx: [10][19][2C][3A][00][00][FF][24]
105322265 : Rx: [19][29][00][98][72][00][20][20]
